id,task_type,original_id,text,output
AOC_4062,AOC,1_196_1305_4752,EASY A! Read his handouts. ALL the test questions are ONLY from his handouts! His lectures are very boring. But he is a very easy going professor; not a tough grader. Only two exams( Midterm& final) and papers. Take him if you want an easy A,"[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'EASY A'}
 {'aspect': 'His lectures', 'category': 'Staff - Teaching', 'opinion': 'very boring'}
 {'aspect': 'professor', 'category': 'Staff - Attitude', 'opinion': 'very easy going'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'Take him if you want an easy A'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'not a tough grader'}]"
AOC_4063,AOC,2_6560_777,Only went to classes to fill in the powerpoint modules. Can do well just by reading the textbook.,"[{'aspect': 'null', 'category': 'Course - Learning activity', 'opinion': 'Only went to classes to fill in the powerpoint modules'}
 {'aspect': 'null', 'category': 'Course - Learning activity', 'opinion': 'Can do well just by reading the textbook'}]"
AOC_4064,AOC,2_427_864,"I liked this course because it was easy, but I do not know if it was very useful for me because I didn't find it applicable, a lot of the theories seemed outdated or useless but I probably think that because I just wanted free marks and didn't ask questions. Most people will find this easy but you still need to do work to succeed, for an easy 90 + buy the study guide.","[{'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'liked'}
 {'aspect': 'this course', 'category': 'Course - Difficulty', 'opinion': 'Most people will find this easy'}
 {'aspect': 'this course', 'category': 'Course - Difficulty', 'opinion': 'easy'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': ""didn't find it applicable""}
 {'aspect': 'a lot of the theories', 'category': 'Course - Content', 'opinion': 'seemed outdated or useless'}
 {'aspect': 'buy the study guide', 'category': 'Course - Course materials', 'opinion': 'easy 90 +'}]"
AOC_4065,AOC,1_30_2178_1082,"this instructor has a lot of very useful knowledge, but talked more about his glory days as a race car mechanic than he did on teaching us what we needed to know about the real world of rebuilding engines! He cherry picked the class on who he wanted to teach things to and the rest was left out in the cold. He manipulated the class to suit himself!","[{'aspect': 'this instructor', 'category': 'Staff - Teaching', 'opinion': 'manipulated the class to suit himself'}
 {'aspect': 'this instructor', 'category': 'Staff - Knowledge & skills', 'opinion': 'has a lot of very useful knowledge'}
 {'aspect': 'this instructor', 'category': 'Staff - Teaching', 'opinion': 'talked more about his glory days as a race car mechanic than he did on teaching us what we needed to know'}
 {'aspect': 'this instructor', 'category': 'Staff - Attitude', 'opinion': 'cherry picked the class on who he wanted to teach things to'}]"
AOC_4066,AOC,1_37_1997_3611,"You have three quizzes every week. One lecture, two in lab. The tests aren't fun either, because while they are multiple choice E on everyone one of them is the answer is not present, so it's hard not to doubt yourself. If you take her, you better study your butt off before every test. Like you think you know it - that's not good enough.","[{'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': ""aren't fun""}
 {'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': 'hard not to doubt yourself'}
 {'aspect': 'her', 'category': 'Staff - Teaching', 'opinion': ""you think you know it - that's not good enough""}
 {'aspect': 'her', 'category': 'Staff - Teaching', 'opinion': 'you better study your butt off before every test'}]"
AOC_4067,AOC,1_242_2373_11389,If you are deciding between Leonard Oneah and Shiju Zhang I would definitely take it with Zhang! I had to WD from Oneah's class last semester because it was so horrible.. Zhang's class is way more understanding when it comes to grades and questions. His homework is very straight forward. He has very convenient office hours and is really caring!,"[{'aspect': 'Shiju Zhang', 'category': 'Staff - Attitude', 'opinion': 'really caring'}
 {'aspect': 'Shiju Zhang', 'category': 'Staff - Overall', 'opinion': 'I would definitely take it with'}
 {'aspect': ""Oneah's class"", 'category': 'Course - Overall', 'opinion': 'so horrible'}
 {'aspect': 'Shiju Zhang', 'category': 'Staff - Teaching', 'opinion': 'way more understanding'}
 {'aspect': 'His homework', 'category': 'Course - Assessment', 'opinion': 'very straight forward'}
 {'aspect': 'office hours', 'category': 'Course - Learning activity', 'opinion': 'very convenient'}]"
AOC_4068,AOC,2_8702_481,"This course is basically useless, but I'm pretty sure it only exists to satisfy accreditation requirements and I'll finish this term having spent~ 10hr on it in total","[{'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'only exists to satisfy accreditation requirements'}
 {'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'basically useless'}]"
AOC_4069,AOC,2_13987_455,Meh. Boring course. Not very easy unless you know some of the language already.,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Meh'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Boring'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'Not very easy'}]"
AOC_4070,AOC,1_65_426_15674,"This professor is too demanding, he thinks that his class is the only one you must take... but you know what.. you don't pass through the semester without learning. He supplement the textbook with his own designs and provides a lot of examples from real life situations. Use the computer to resolve issues you will find in the future. He is excellent!!","[{'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'supplement the textbook with his own designs'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'too demanding'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'thinks that his class is the only one you must take'}
 {'aspect': 'professor', 'category': 'Course - Overall', 'opinion': ""you don't pass through the semester without learning""}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'provides a lot of examples from real life situations'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'excellent'}]"
AOC_4071,AOC,1_121_1573_7708,"Dr. Henderson is by FAR one of the best professors in the department of public administration. There are other great professors, however, he is extremely understanding and provides a wealth helpful information. Henderson is extremely knowledgeable. He is a walking book. I would recommend anyone to take his class ( es ).","[{'aspect': 'Dr. Henderson', 'category': 'Staff - Teaching', 'opinion': 'provides a wealth helpful information'}
 {'aspect': 'Dr. Henderson', 'category': 'Staff - Overall', 'opinion': 'one of the best professors'}
 {'aspect': 'Dr. Henderson', 'category': 'Staff - Attitude', 'opinion': 'extremely understanding'}
 {'aspect': 'Dr. Henderson', 'category': 'Staff - Knowledge & skills', 'opinion': 'extremely knowledgeable'}
 {'aspect': 'Dr. Henderson', 'category': 'Staff - Knowledge & skills', 'opinion': 'a walking book'}
 {'aspect': 'Dr. Henderson', 'category': 'Staff - Overall', 'opinion': 'I would recommend anyone to take his class ( es ).'}]"
AOC_4072,AOC,1_107_201_8190,"A wonderful teacher. You do need to apply yourself outside of class to keep up, but the hw is pretty fun. I heard she was teaching 121 and signed up right away.","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'wonderful'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'signed up right away'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'You do need to apply yourself outside of class to keep up'}
 {'aspect': 'hw', 'category': 'Course - Assessment', 'opinion': 'pretty fun'}]"
AOC_4073,AOC,2_14180_1450,"I took this course during the pandemic and when i had my work term and it was a little difficult especially with the tests. Since it is a more advanced course i understand that the tests needed to printed however, this took away from our actual test time. Since i was also living away for my work term i did not readily have access to a printer, so it was just difficult trying to finish a 6 page test in about an hour with printing and scanning time deducted. However, for the second test the prof did shorten the test 4 pages so it made it easier to not rush through the package. Overall, an interesting course, but with its online nature was a bit messy.","[{'aspect': 'this course', 'category': 'Course - Difficulty', 'opinion': 'a little difficult'}
 {'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': 'a little difficult'}
 {'aspect': 'tests needed to printed', 'category': 'Course - Assessment', 'opinion': 'made it  easier to not rush through'}
 {'aspect': 'tests needed to printed', 'category': 'Course - Assessment', 'opinion': 'took away from our actual test time'}
 {'aspect': 'printer', 'category': 'Course - Technology & tools', 'opinion': 'did not readily have access to'}
 {'aspect': 'test', 'category': 'Course - Assessment', 'opinion': 'just difficult trying to finish'}
 {'aspect': 'second test', 'category': 'Course - Assessment', 'opinion': 'easier to not rush through'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'interesting'}
 {'aspect': 'its online nature', 'category': 'Course - Learning activity', 'opinion': 'a bit messy'}]"
AOC_4074,AOC,1_200_1039_9421,Taught an interesting class and enjoys teaching. Always made concepts clear and gave ample help with homework and test preparation. Highly recommended as a professor for physics.,"[{'aspect': 'class', 'category': 'Course - Content', 'opinion': 'interesting'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'enjoys teaching'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'Always made concepts clear'}
 {'aspect': 'professor', 'category': 'Staff - Helpfulness', 'opinion': 'gave ample help'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'Highly recommended'}]"
AOC_4075,AOC,1_196_796_15830,"My favorite professor I have ever had. So fun, so helpful, and keeps you engaged the ENTIRE time. Love her.","[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'My favorite'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'Love her'}
 {'aspect': 'professor', 'category': 'Staff - Personal traits', 'opinion': 'So fun'}
 {'aspect': 'professor', 'category': 'Staff - Helpfulness', 'opinion': 'so helpful'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'keeps you engaged the ENTIRE time'}]"
AOC_4076,AOC,1_48_1586_3686,"Class was okay. She is somewhat unorganized which I did not really like. As long as you keep up with the work that is assigned and review the material this class will be pretty easy. Not a hard class, just very confusing because she's not the most organized teacher.","[{'aspect': 'Class', 'category': 'Course - Overall', 'opinion': 'okay'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'somewhat unorganized'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'I did not really like'}
 {'aspect': 'this class', 'category': 'Course - Overall', 'opinion': 'very confusing'}
 {'aspect': 'this class', 'category': 'Course - Difficulty', 'opinion': 'will be pretty easy'}
 {'aspect': 'this class', 'category': 'Course - Difficulty', 'opinion': 'Not a hard class'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'not the most organized teacher'}]"
AOC_4077,AOC,3_131_410_249,One of the best university of Exeter,"[{'aspect': 'university of Exeter', 'category': 'University - Overall', 'opinion': 'One of the best'}]"
AOC_4078,AOC,2_14005_1032,"Good course to understand some fundamentals about macroeconomics. Prof. would always post example practice questions to work on and assignments are pretty much a carbon-copy of these so easy enough to get high grades. But you still need to do your own fair share of thinking for some of the tougher questions. Six assignments and no exams or quizzes so a pretty easy course to take, especially if you're on Co-Op.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Good'}
 {'aspect': 'Prof.', 'category': 'Staff - Teaching', 'opinion': 'would always post example practice questions'}
 {'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'easy enough to get high grades'}
 {'aspect': 'some of the tougher questions', 'category': 'Course - Assessment', 'opinion': 'you still need to do your own fair share of thinking'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'pretty easy'}]"
